Datetime,header,id,temperature
7/26/2024 11:8:49,1,284a4294,21.25
7/26/2024 11:13:48,1,284a4294,21.3125
7/26/2024 11:18:44,1,284a4294,21.3125
7/26/2024 11:23:40,1,284a4294,21.375
7/26/2024 11:28:36,1,284a4294,21.375
7/26/2024 11:33:32,1,284a4294,21.3125
7/26/2024 11:38:27,1,284a4294,21.375
7/26/2024 11:43:22,1,284a4294,21.375
7/26/2024 11:48:17,1,284a4294,21.4375
7/26/2024 11:53:12,1,284a4294,21.4375
7/26/2024 11:58:8,1,284a4294,21.4375
7/26/2024 12:3:3,1,284a4294,21.4375
7/26/2024 12:7:58,1,284a4294,21.5
7/26/2024 12:12:53,1,284a4294,21.4375
7/26/2024 12:17:48,1,284a4294,21.4375
7/26/2024 12:22:43,1,284a4294,21.375
7/26/2024 12:27:39,1,284a4294,21.4375
7/26/2024 12:32:34,1,284a4294,21.4375
7/26/2024 12:37:29,1,284a4294,21.5
7/26/2024 12:42:24,1,284a4294,21.4375
7/26/2024 12:47:19,1,284a4294,21.4375
7/26/2024 12:52:14,1,284a4294,21.3125
7/26/2024 12:57:9,1,284a4294,21.4375
7/26/2024 13:2:4,1,284a4294,21.5
7/26/2024 13:6:59,1,284a4294,21.5
7/26/2024 13:11:55,1,284a4294,21.4375
7/26/2024 13:16:50,1,284a4294,21.5
7/26/2024 13:21:45,1,284a4294,21.5625
7/26/2024 13:26:40,1,284a4294,21.5625
7/26/2024 13:31:35,1,284a4294,21.5625
7/26/2024 13:36:31,1,284a4294,21.625
7/26/2024 13:41:26,1,284a4294,21.625
7/26/2024 13:46:21,1,284a4294,21.625
7/26/2024 13:51:17,1,284a4294,21.625
