Datetime,header,id,temperature
7/26/2024 11:11:13,1,28fc3097,19.875
7/26/2024 11:18:2,1,28fc3097,19.5625
7/26/2024 11:22:50,1,28fc3097,21.6875
7/26/2024 11:27:44,1,28fc3097,20.3125
7/26/2024 11:32:38,1,28fc3097,21.9375
7/26/2024 11:37:42,1,28fc3097,23.4375
7/26/2024 11:42:41,1,28fc3097,21.4375
7/26/2024 11:47:40,1,28fc3097,21.5
7/26/2024 11:52:38,1,28fc3097,21.375
7/26/2024 11:57:36,1,28fc3097,21.5
7/26/2024 12:2:33,1,28fc3097,21.5625
7/26/2024 12:7:30,1,28fc3097,21.4375
7/26/2024 12:12:26,1,28fc3097,21.4375
7/26/2024 12:17:22,1,28fc3097,21.5625
7/26/2024 12:22:18,1,28fc3097,21.5
7/26/2024 12:27:15,1,28fc3097,21.5
7/26/2024 12:32:11,1,28fc3097,21.4375
7/26/2024 12:37:8,1,28fc3097,21.5
7/26/2024 12:42:5,1,28fc3097,21.5
7/26/2024 12:47:1,1,28fc3097,21.5625
7/26/2024 12:51:57,1,28fc3097,21.375
7/26/2024 12:56:54,1,28fc3097,21.3125
7/26/2024 13:1:50,1,28fc3097,21.375
7/26/2024 13:6:47,1,28fc3097,21.375
7/26/2024 13:11:44,1,28fc3097,21.375
7/26/2024 13:16:41,1,28fc3097,21.4375
7/26/2024 13:21:38,1,28fc3097,21.4375
7/26/2024 13:26:35,1,28fc3097,21.5
7/26/2024 13:31:32,1,28fc3097,21.375
7/26/2024 13:36:26,1,28fc3097,21.375
7/26/2024 13:41:19,1,28fc3097,21.375
7/26/2024 13:46:14,1,28fc3097,21.4375
7/26/2024 13:51:9,1,28fc3097,21.5
7/26/2024 13:55:57,1,28fc3097,21.8125
